ID del juego,Géneros,Categorías
443110,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Simulation, Strategy, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Steam Turn Notifications"
446020,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
455120,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing"
50130,Action,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
1030830,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Family Sharing"
516750,"Indie, Racing, Simulation, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
360430,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing"
418370,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing"
544810,"Casual, Indie, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Remote Play on Tablet"
698780,"Casual, Free to Play, Indie","Single-player, Remote Play on Phone, Remote Play on Tablet"
746510,"Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
765180,"Action, Adventure, Indie, Early Access","Single-player, Family Sharing"
620590,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV, Family Sharing"
204450,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
913740,"Indie, RPG","Single-player, Family Sharing"
962400,"Adventure, Indie","Single-player, Family Sharing"
999730,"Action, Adventure, Indie","Multi-player, PvP, Online PvP, Family Sharing"
761890,"Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support"
1164850,"Casual, Indie, Simulation","Single-player, Family Sharing"
1289310,"Adventure, Free to Play, Indie","Single-player, Steam Achievements, Partial Controller Support"
1291790,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing"
1304930,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Family Sharing"
1407200,"Action, Massively Multiplayer, Simulation, Free to Play","Multi-player, MMO, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases"
1238810,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, HDR available"
1674170,"Action, Indie, Simulation, Early Access","Single-player, Steam Cloud, Family Sharing"
1679290,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Stats, Family Sharing"
1944430,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Remote Play Together, Family Sharing"
2124780,Indie,"Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1840,"Animation & Modeling, Video Production",Steam Workshop
20,Action,"Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Valve Anti-Cheat enabled, Remote Play Together, Family Sharing"
474960,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
588650,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
617670,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
847370,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
1238820,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards"
1237970,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV"
1262540,"Action, Adventure, Racing, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards"
1398210,Adventure,"Single-player, Steam Achievements, Partial Controller Support"
239140,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing"
1818450,"Action, Adventure, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases"
220,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Includes Source SDK, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing"
340,Action,"Single-player, Commentary available, Remote Play Together, Family Sharing"
280,Action,"Single-player, Remote Play Together, Family Sharing"
360,Action,"Multi-player, Valve Anti-Cheat enabled, Family Sharing"
17410,"Action, Adventure","Single-player, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing"
115100,"Adventure, Casual, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
115110,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing"
201700,,
40390,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Family Sharing"
211500,"Racing, Simulation, Sports, Free to Play","Single-player, Multi-player, PvP, Online PvP, VR Supported, Steam Trading Cards, In-App Purchases, Partial Controller Support"
263280,,
265930,"Casual, Indie, Simulation","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing"
296770,Sports,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
320150,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
321040,,
384300,"Design & Illustration, Utilities","Steam Achievements, Steam Trading Cards, Family Sharing"
421020,"Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing"
48000,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
273350,"Action, Free to Play","Single-player, Multi-player, Co-op, Full controller support, Steam Trading Cards, Valve Anti-Cheat enabled, Family Sharing"
530700,"Action, Free to Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Partial Controller Support, Includes level editor, Remote Play Together, Family Sharing"
555570,"Action, Indie, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases"
616700,"Action, Casual, Free to Play, Massively Multiplayer, Racing","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases"
700170,Free to Play,"Single-player, Steam Achievements, Tracked Controller Support, VR Only"
734750,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards"
480430,"Action, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Stats"
792300,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1151640,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Tablet, Family Sharing"
310560,"Racing, Simulation, Sports","Single-player, Multi-player, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
1237980,"Action, Adventure, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards"
1222680,"Action, Adventure, Racing, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play on Tablet, HDR available"
1262580,"Action, Adventure, Racing, Sports, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements"
1293830,Racing,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1531720,"Adventure, Casual, Indie, Massively Multiplayer, Racing, Simulation, Sports","Single-player, Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Stats, Commentary available, Remote Play Together, Family Sharing"
17390,"Action, Adventure, Casual, RPG, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing"
99900,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support"
319510,"Indie, Simulation","Single-player, Family Sharing"
219740,"Adventure, Indie, Simulation","Single-player, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
633230,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Family Sharing"
747610,"Action, Massively Multiplayer, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases"
783770,"Action, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Partial Controller Support, Remote Play Together"
795100,"Casual, Free to Play, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing"
872200,"Action, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases"
977400,"Casual, Simulation, Free to Play","Single-player, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud"
1017180,"Action, Adventure, Casual, Indie, Simulation, Early Access","Single-player, Remote Play Together, Family Sharing"
1352080,"Action, Casual, Strategy, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support"
1390350,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1419170,"Simulation, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, In-App Purchases"
1568590,"Casual, Indie, Massively Multiplayer, Strategy, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases"
1607250,"Action, Casual, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support"
264710,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, VR Support, Steam Cloud, Remote Play on TV, Family Sharing"
1244460,"Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, HDR available, Family Sharing"
1714040,"Free to Play, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases"
2232840,"Action, Adventure, Casual, Indie, Free to Play",Single-player
2281730,"Action, Free to Play","Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Full controller support, In-App Purchases"
6860,Action,"Single-player, Steam Cloud, Family Sharing"
231060,"Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO"
323370,,
380600,"Massively Multiplayer, Simulation, Sports, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Remote Play on TV"
236870,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
770240,Sports,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, In-App Purchases, Partial Controller Support, Remote Play Together, Family Sharing"
1203620,"Action, Adventure, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
242920,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
288160,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
425580,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
512160,"Casual, Indie, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
544730,"Casual, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases"
588430,"RPG, Simulation, Free to Play","Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Stats"
848450,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing"
1044720,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Workshop, Family Sharing"
1085510,Racing,"Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
1097200,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1509960,"Action, Casual, Indie","Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Family Sharing"
2080690,"Action, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Family Sharing"
2296990,"Adventure, Casual, Indie","Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
2551020,"Action, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Steam Cloud"
219640,"Action, Indie","Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Includes level editor, Remote Play on TV, Family Sharing"
256410,"Free to Play, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards"
253430,"Violent, Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing"
234670,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing"
247730,"Action, Indie, Massively Multiplayer, RPG, Simulation","Single-player, Multi-player, MMO, Valve Anti-Cheat enabled, Family Sharing"
22100,"Indie, RPG","Single-player, Steam Trading Cards, Includes level editor, Family Sharing"
48700,"Action, RPG","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing"
45760,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
255420,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Family Sharing"
313040,"Action, Adventure","Single-player, Steam Cloud, Family Sharing"
316010,"Free to Play, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Remote Play Together, Family Sharing"
241930,,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
322170,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
218680,"Adventure, Casual, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing"
369200,,
439700,Massively Multiplayer,"Multi-player, MMO, Family Sharing"
1785120,Indie,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
674750,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
1397920,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud"
1029550,Racing,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support"
226580,"Racing, Sports","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
320300,"Racing, Simulation","Single-player, Family Sharing"
280790,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Trading Cards, Steam Workshop, Family Sharing"
518150,Early Access,"Multi-player, PvP, Online PvP, Steam Workshop, Stats, Includes level editor, Family Sharing"
705210,"Action, Casual, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together"
924140,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Stats, Family Sharing"
893520,"Action, Adventure, Casual, Massively Multiplayer","Multi-player, PvP, Online PvP, In-App Purchases, Family Sharing"
996470,Sports,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, In-App Purchases, Partial Controller Support, Family Sharing"
1449850,"Simulation, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases"
1665460,"Simulation, Sports, Free to Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, In-App Purchases, Partial Controller Support"
1818750,"Action, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Remote Play Together, Family Sharing"
33230,"Action, Adventure",Single-player
223750,"Simulation, Free to Play","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Tracked Controller Support, VR Supported, Captions available, VR Support, Partial Controller Support, Includes level editor"
261550,"Action, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing"
297000,"RPG, Strategy","Single-player, Multi-player, Steam Achievements, Includes level editor, Remote Play on Tablet, Family Sharing"
302510,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing"
362300,Massively Multiplayer,"Single-player, Multi-player, MMO, Family Sharing"
511440,Action,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Family Sharing"
611790,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing"
368070,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
667530,"Action, Casual, Indie, Simulation, Sports, Free to Play, Early Access","Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, In-App Purchases, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together"
582160,"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Remote Play on Tablet"
842180,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing"
515180,Simulation,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
1136160,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
1332720,"Action, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1431610,"Action, RPG, Simulation","Single-player, Steam Achievements, Steam Workshop"
1433140,"Action, Indie","Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1692070,"Action, Adventure, Casual, Free to Play, Massively Multiplayer","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Family Sharing"
1888930,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
466910,"Casual, Free to Play","Multi-player, Cross-Platform Multiplayer, Full controller support, In-App Purchases"
871720,"Action, Free to Play, Indie","Single-player, Remote Play on Phone, Remote Play on Tablet"
967050,"Action, Adventure, Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing"
1104450,"Action, Adventure, Indie, Massively Multiplayer, Strategy, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support, Includes level editor"
1400520,"Free to Play, Indie, Simulation, Strategy","Single-player, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor"
17700,Action,"Multi-player, Mods, Mods (require HL2), Valve Anti-Cheat enabled"
225840,"Action, Casual, Free to Play, Indie","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled"
349040,"Action, Adventure","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
619910,"Violent, Action, Massively Multiplayer","Multi-player, PvP, Online PvP, Partial Controller Support"
632730,"Action, Free to Play, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Stats"
44350,"Racing, Sports","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
242700,Action,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
1943950,"Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing"
300,Action,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Valve Anti-Cheat enabled, Stats, Includes Source SDK, Family Sharing"
8400,Casual,"Single-player, Full controller support, Remote Play on TV, Family Sharing"
4760,Strategy,"Single-player, Multi-player, Steam Trading Cards, Family Sharing"
7940,Action,"Single-player, Multi-player, Family Sharing"
320,Action,"Multi-player, Valve Anti-Cheat enabled, Includes Source SDK, Family Sharing"
12900,Indie,"Single-player, Co-op, Steam Achievements, Full controller support, Family Sharing"
13210,Action,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Family Sharing"
18400,"Casual, Strategy","Single-player, Steam Trading Cards, Family Sharing"
17330,Action,"Single-player, Family Sharing"
17340,Action,"Single-player, Family Sharing"
11280,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, Family Sharing"
2100,"Action, RPG","Single-player, Multi-player, Valve Anti-Cheat enabled, Family Sharing"
2130,"Action, RPG","Single-player, Multi-player, Valve Anti-Cheat enabled, Family Sharing"
13520,Action,"Single-player, Family Sharing"
15130,"Action, Adventure","Single-player, Family Sharing"
26800,"Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
3590,Strategy,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
35700,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
15520,"Action, Indie, Sports","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing"
24860,,
10180,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing"
10190,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing"
20540,Strategy,"Single-player, Multi-player, Steam Cloud, Family Sharing"
40100,Strategy,"Single-player, Multi-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing"
20820,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
49900,"Action, Indie","Multi-player, Steam Achievements, Steam Leaderboards, Family Sharing"
22600,Strategy,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing"
62100,Casual,"Single-player, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing"
31280,"Casual, Sports","Single-player, Steam Achievements, Family Sharing"
41010,,
40800,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
38720,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
48950,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
29180,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
40700,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
93200,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
31410,,
37000,"Action, Adventure","Single-player, Steam Trading Cards, Family Sharing"
50510,Action,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
9500,"Action, Adventure, Indie","Single-player, Multi-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing"
18700,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
38900,,
