ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio
703860,"Action, Casual, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '10 Oct, 2019'}",1.0,31,0
1569040,"Simulation, Sports","Single-player, Multi-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Nov, 2021'}",1.0,4767,0
502820,Adventure,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2017'}",0.0,7,1999
690810,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing","{'coming_soon': False, 'date': '14 Nov, 2017'}",1.0,0,1999
843200,Action,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '1 Nov, 2023'}",1.0,28,1999
1275630,"Action, Casual, Indie, Simulation, Free to Play",Single-player,"{'coming_soon': False, 'date': '3 Apr, 2020'}",0.0,7,0
1285360,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '1 Nov, 2023'}",1.0,5,1199
1294760,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing","{'coming_soon': False, 'date': '22 Oct, 2020'}",0.0,43,1999
1086640,"Action, Adventure, Indie, Racing, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '23 Aug, 2019'}",0.0,0,69
427190,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '12 Sep, 2016'}",0.0,95,1999
567630,"Action, Massively Multiplayer, Strategy, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Stats","{'coming_soon': False, 'date': '20 Oct, 2020'}",1.0,57,0
911400,"Action, Adventure","Single-player, Partial Controller Support","{'coming_soon': False, 'date': '29 Mar, 2019'}",0.0,315,999
1013310,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '20 Aug, 2020'}",0.0,1,0
238280,"Action, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, VR Support, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '13 Sep, 2013'}",1.0,1,999
252470,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '7 Nov, 2017'}",0.0,10,1999
291860,"Action, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '2 Mar, 2018'}",1.0,43,1999
342640,"Action, Adventure, Indie, RPG, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Feb, 2017'}",1.0,1,1499
221560,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Early Access","Single-player, Multi-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Feb, 2014'}",1.0,0,0
384500,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '10 Jun, 2016'}",1.0,0,999
416600,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '17 Jan, 2018'}",1.0,18,1999
447500,,,,,0,0
454410,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '6 Feb, 2017'}",0.0,0,1999
455980,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 May, 2018'}",0.0,32,999
463530,"Simulation, Strategy, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '1 Dec, 2017'}",0.0,313,2999
466860,"Indie, RPG, Simulation, Strategy","Single-player, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Commentary available, Family Sharing","{'coming_soon': False, 'date': '9 Jul, 2018'}",0.0,2,1899
506140,"Casual, Massively Multiplayer, RPG, Simulation, Strategy, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '15 Aug, 2016'}",1.0,91,0
562590,"Action, Casual, Free to Play, Indie, Massively Multiplayer","Multi-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '26 Jul, 2017'}",1.0,0,0
582270,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '21 Apr, 2017'}",0.0,5,1499
587450,"Indie, Simulation, Early Access","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '2 Aug, 2017'}",0.0,2,1999
606890,"Action, Adventure, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '10 Apr, 2018'}",0.0,1,699
625960,"Adventure, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Captions available, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '6 Feb, 2020'}",0.0,275,2499
630030,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Jul, 2018'}",0.0,0,1999
685340,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '12 Jun, 2019'}",0.0,2,799
705280,"Action, Indie, RPG","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2018'}",0.0,0,999
715400,"Action, Adventure, RPG, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Nov, 2022'}",1.0,7,2999
733460,"Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 Apr, 2021'}",1.0,13,1999
745880,"Action, Indie","Single-player, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Nov, 2017'}",0.0,2,1499
747200,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '23 May, 2022'}",1.0,31,1499
763890,"Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '15 Jun, 2021'}",1.0,209,2499
817540,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '28 May, 2019'}",1.0,1,1999
836480,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '29 Apr, 2018'}",0.0,0,199
867490,"Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Jul, 2018'}",0.0,0,999
890720,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '3 Apr, 2020'}",0.0,1,1499
892420,"Casual, Indie, RPG, Simulation","Single-player, Family Sharing","{'coming_soon': False, 'date': '14 Nov, 2018'}",0.0,53,399
909380,"Casual, Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Family Sharing","{'coming_soon': False, 'date': '28 Jul, 2021'}",1.0,1,1274
931280,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 May, 2019'}",0.0,5,1499
1039890,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '15 Oct, 2019'}",1.0,15,5999
1040230,"Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '28 Jan, 2021'}",0.0,35,1999
1054510,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '1 Jun, 2020'}",1.0,58,999
1058770,"Adventure, Indie, RPG, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Family Sharing","{'coming_soon': False, 'date': '24 Jul, 2020'}",0.0,13,999
1151440,"Adventure, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '23 Jan, 2020'}",0.0,12,3999
1151450,"Adventure, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '22 Jan, 2021'}",0.0,11,5999
1167450,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '13 Feb, 2020'}",1.0,10,4999
1249800,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '28 Oct, 2020'}",0.0,2,3499
1264670,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Jul, 2020'}",0.0,0,2999
1337520,Action,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2023'}",1.0,465,1499
1341170,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '13 Nov, 2020'}",0.0,5,2999
1371580,"Action, Adventure, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, In-App Purchases, HDR available","{'coming_soon': False, 'date': '21 Feb, 2024'}",1.0,24036,2999
1384380,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '29 Sep, 2020'}",1.0,3,499
1487680,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '4 Feb, 2023'}",0.0,1,999
1497950,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '27 May, 2021'}",1.0,16,3999
1538970,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '15 Aug, 2023'}",1.0,36,2499
1656780,"RPG, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '1 Mar, 2022'}",1.0,227,1799
1713810,"Action, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '28 Feb, 2023'}",1.0,36,1039
1782120,"Action, Adventure, Early Access","Single-player, Family Sharing","{'coming_soon': False, 'date': '15 Nov, 2022'}",0.0,235,1999
1810580,"Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Nov, 2022'}",0.0,26,0
824550,"Action, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Aug, 2022'}",1.0,33,5999
1928870,"Action, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, Family Sharing","{'coming_soon': False, 'date': '18 Apr, 2023'}",1.0,13,3999
2094270,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Apr, 2023'}",0.0,1,1299
2302140,Indie,"Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '26 Feb, 2023'}",0.0,1,199
1324130,"Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2023'}",0.0,1236,3499
2485640,"Action, Indie, Simulation, Strategy",Single-player,"{'coming_soon': False, 'date': '19 Oct, 2023'}",0.0,76,
235820,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '24 May, 2013'}",0.0,1,899
245050,"RPG, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '16 Jan, 2014'}",1.0,8,1999
292480,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '21 Nov, 2014'}",1.0,0,999
316890,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '27 Aug, 2015'}",0.0,0,499
342380,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '16 Jan, 2015'}",0.0,2,999
348240,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '8 Dec, 2015'}",0.0,0,399
368640,"Adventure, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 May, 2016'}",0.0,1,999
375200,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '29 May, 2015'}",0.0,1,999
377680,"Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '14 Aug, 2015'}",0.0,6,999
403190,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing","{'coming_soon': False, 'date': '15 Oct, 2015'}",0.0,291,1499
407330,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '3 Jun, 2016'}",0.0,11,1999
407980,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '6 Nov, 2015'}",0.0,0,999
243970,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '12 May, 2015'}",0.0,35,1999
421700,"Adventure, Casual","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Dec, 2015'}",0.0,1,999
359060,"Action, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '20 Nov, 2015'}",0.0,2,999
477870,"Adventure, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Oct, 2016'}",0.0,2,1999
485870,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2016'}",0.0,1,99
508190,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Feb, 2018'}",0.0,0,399
517000,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '26 Aug, 2016'}",0.0,0,999
520520,"Casual, Indie, RPG, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '29 Sep, 2016'}",0.0,1,299
521500,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '10 Oct, 2016'}",0.0,0,999
527270,RPG,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '7 Feb, 2017'}",0.0,3,0
527280,RPG,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '7 Feb, 2017'}",0.0,0,2999
464450,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '13 Oct, 2016'}",1.0,4,2999
539670,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '20 Oct, 2016'}",0.0,0,1499
548840,"Adventure, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Apr, 2017'}",0.0,1,1999
567090,,,,,3,0
574740,"Adventure, Free to Play, Indie",Single-player,"{'coming_soon': False, 'date': '8 Apr, 2017'}",0.0,2,0
575510,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '27 Jan, 2017'}",0.0,0,999
575550,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Jan, 2017'}",0.0,2,0
581520,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '23 Feb, 2017'}",0.0,1,999
588050,"Casual, RPG, Simulation","Single-player, Family Sharing","{'coming_soon': False, 'date': '23 Feb, 2017'}",0.0,0,299
446790,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 Feb, 2017'}",0.0,1,1999
625980,"Adventure, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '24 Oct, 2017'}",0.0,3,1999
658260,RPG,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '26 Sep, 2017'}",0.0,6,5999
658630,"Action, RPG","Single-player, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Jul, 2022'}",0.0,0,299
550080,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 Jun, 2017'}",1.0,4,2999
665090,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '17 Jul, 2017'}",0.0,0,999
761830,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Captions available, Steam Cloud, Stats, Includes level editor, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '18 Mar, 2021'}",0.0,85,1999
769560,"Adventure, Indie, Strategy, Free to Play","Single-player, Steam Achievements, Steam Cloud","{'coming_soon': False, 'date': '25 Jul, 2019'}",0.0,182,0
789760,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Jun, 2019'}",0.0,1,2499
859150,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,2,2999
880510,"Adventure, Casual, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,199
921590,"Action, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",,1.0,9,0
926390,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",,1.0,0,99
1016600,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,3,1499
1058530,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,199
1064730,"Adventure, Casual, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,0,199
1108370,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,69,899
1126290,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,4,199
1138100,"Casual, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, LAN PvP, Shared/Split Screen PvP, Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing",,1.0,2,1899
1147510,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,199
1168660,"Casual, Indie, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,2,499
1174690,"Casual, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,2,199
1191210,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,1,99
1211360,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,99
1212830,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,0,99
1163590,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,13,2999
1245540,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,559
1263370,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Cloud, Family Sharing",,0.0,1,399
1293860,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Full controller support",,0.0,0,0
1330000,"Adventure, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",,1.0,408,1999
1330250,"Casual, Free to Play","Single-player, In-App Purchases",,0.0,36,0
1332470,"Indie, Simulation, Strategy",Single-player,,0.0,1,0
1356670,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '10 Nov, 2020'}",0.0,27,2999
1393410,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Family Sharing",,0.0,0,199
1419730,"Casual, Indie, Strategy","Single-player, Family Sharing",,0.0,0,199
1232460,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,8,5999
1456820,"Action, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,4,799
1199030,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,165,999
1491170,"Indie, Simulation, Strategy","Single-player, Family Sharing",,0.0,0,299
1520470,"Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op",,1.0,237,0
1575710,"Casual, Strategy, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Family Sharing",,1.0,0,1599
1732190,Adventure,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,19,3999
1812300,"Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,19,2499
1967320,Indie,"Single-player, Steam Achievements, Family Sharing",,0.0,0,299
1993150,"Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Family Sharing",,0.0,43,1699
2020520,"Adventure, RPG, Strategy","Single-player, Family Sharing",,0.0,0,599
2343600,"Casual, Indie, RPG, Strategy","Single-player, Steam Cloud, Family Sharing",,0.0,6,699
